character gender,characters,type,Character_dialogue
M,BOOGIE,na,"with the authority of a school teacher Fenwick, you to ed that car over. You must put it upright yourself. You need some discipline in your life. F. i   4 1 CK C amon, guys. It was easy pushing it over 'cause of the angle. 1'11 be a bitch getting it up. Boogie and Modell get in the car. Shrevie and his wife ge c 111the?uason    "
M,JAY,na,"Neither are any of us, but you don't hear us bitching."
M,RUFUS,na,"Shit yeah it was the least the brother could do. I gave up my sheep and followed His ass around Jerusalem for three years. And in all that time, did I ever get laid? Hell no But I didn't bitch, because I was into His message. And while the message is what counts, folks should know that He was black. That's why I am going to help you find stop those angels from getting to that church in exchange for you helping me with my campaign."
M,HARRY,na,Sorry I am late. It's a bitch driving a clutch with these things. 
M,CHINK,na,"Personally, I prefer Stevie Wonder,  but what the hell. Those cowgirls  are always bitching because the only  radio station in the area plays  nothing but polkas, but I say you  can dance to anything if you really  feel like dancing. The Chink dances a little to the news, and then lifts Sissy  by her shoulders and guides her onto his pockmarked dance  floor."
M,DIETRICH,na,"You have never proven any of that. And when my bitchy, neverbeen laid feminazi lawyer gets here, she's going to..."
M,BATHROOM,na,"near the outer rim of lunch court. Jeff Spicoli comes stumbling out into the daylight, surrounded by a small group of Ridgemont Stoners. Marijuana smoke billows out behind them. STONER BUDDY  It was so bitchin', mon. Everybody is talking about it. STONER BUDDY  Totally."
M,SPICOLI,na,"Bitchin'. who goes running out of the Cold Room, holding her mouth. The Rat runs after her. "
M,SPICOLI,na,"I... am... so... wasted, mon. What is in this shit? Doesn't that stuff cause brain damage? Bitchin'. Spicoli listens for a moment. He rubs his eyes, shakes his head. He is really buzzed."
M,HOODLUM,na,"Hah  That's a bitch, ain't it? Last night I was home in Long Beach and somebody said they were runnin' the Mint 400 today, so I says to my old lady, Man, I am goin'. So she gives me a lot of crap about it, so I start slappin' her around, and the next thing you know two guys I never seen before are beating me stupid."
M,FERRIS,na,"Some guy whose hair is falling out and his stomach's hanging over his belt and everything he eats makes him fart, he looks at someone like me and thinks, This kid's young and strong and has a full, rich future ahead of him, what's he got to bitch about? 20  CU. PHONE                                                    20 He punches out a number. 21  "
M,SETH,na,"Things are real hot here. Crossing's gonna be a bitch. Don't worry, we will get across. But when we do, where do we go? Can we make it as close to the border as possible? Texas wants our balls. The quicker we are in your protection, the better I will feel. Okay, where? The Titty Twister? I love it already. Okay, Carlos, I will see you and your men at the Titty Twister tomorrow morning. Bye, my friend. Seth hangs up the phone, lights up a cigarette with his Zippo lighter and exits frame. After Seth exits, leaving the frame empty, a subtitle appears"
M,JORDAN,na,"Across the board, sir. C.O. And if you just happen to wash out, I won't have to contend with you bitchin' to some hairychested female Senator?  And please note I did not identify any one in particular."
M,SLUTNIK,na,"Suppose she will wanna eat with us now... Jordan overhears them BITCHING.  She steps up to an open slot  and proceeds to WAIL AWAY with her M60, tracer rounds blazing.  Her target vaporized, she keeps WAILING madly, taking out Slutnik's target... then Cortez's... then..."
M,INSTRUCTOR JOHNS,na,"One burst, one body, O'Neil  What the fuck you trying to do?  Spell your name? You are not infantry  Your firepower is limited  Excessive killing only risks compromise... Reloading, Jordan tosses a look at Slutnik and Cortez. Ain't nobody bitchin' now. "
M,JORDAN,na,"Didn't even bitch about the seat, did I? "
M,GAINES,na,"Inflation's a bitch. He offers it to Ronna, who doesn't reach out for it."
M,MARCUS,na,"No. Never. Redirect the energy, but you never hold it in. Haven't you ever gotten blue balls? Hurts like a bitch."
M,MARCUS,na,"I don't want to try. Vic Jr. WHACKS Marcus, an oldfashioned bitch slap. A beat. Marcus tries to keep the rage down. Feels his nose bleeding. He backs away, but Vic Jr. keeps coming. Suddenly... A GUNSHOT. SCREAMS. For a beat, no one's sure what happened. We look around to Marcus. Vic Jr. Holly. Noelle. Then finally Simon. He just fired. The gun is steady in his hand. Marcus checks his shirt. A spray of blood. Vic Jr. checks his arm. It's bleeding. We HOLD for a moment, the mirrored ball still spinning overhead."
M,WALT,na,"Or, even better is act like you just got off a construction job. PAGE 85 Or bitch about your girlfriend or getting your car fixed."
M,TAO,na,"Not to bitch, but won't I be needing some tools?"
M,RICK,na,"Bitchin'. Sounds like a nice routine. Maybe I will routine it, too."
M,HAROLD,na,"Hey asshole, I am in jail Don't bitch to me about your problems Just leave me alone. I don't want your help."
M,MILNER,na,"Wait a second. How did they shoot each other if we heard two separate sets of gunshots? McCORD Shit, I always hear gunshots when I am high. Life is one crazy bitch. Don't try to analyze it. The quarterback buggering the linebacker. What a waste."
M,MOORE,na,"I will tell you what, you make the decisions, and I will bitch at you. It's Fun to Play Pretend"
M,CLAYTON HARDING,na,"Oh, grow the fuck up, will ya You are not Robin Hood and you never were. You bitch about famous people for the same reason I bitched about them. Because they got invited to the Party and you didn't. Well you are at the Party now so quit bitching and do your job You are on your last life here, you understand? One more fuck up like today and you are gone."
M,SNICKERS,na,"Quit bitching, you got the employee of the month plaque for that shit...Ah to be in Pariis and in love. They look off to.... HAWK AND ANNA'S TABLE Physically sarcastic, the Waiter brings a tall wine basket with a bottle of ketchup in it.  Hawk nabs it."
M,CARL,na,"When I do my own stuff, you guys bitch & moan."
M,JOSH,na,"I have not been drinking. Not enough that we can't talk to each other, Renai. And don't judge me in that bitchy tone, okay?"
M,HOLDEN,na,The Internet is a communication device  that allows people the world over to  bitch about movies and share  pornography with one another. Here's what we are looking for Movie  PoopShoot.com
M,HOLDEN,na,"First off, I don't know how good  your names really are. Secondly,  there's not much you can do about  stopping this bile. The Internet's  given everyone in America a voice,  and everyone in American has chosen  to use that voice to bitch about  movies. As long as there's a Bluntman  and Chronic movie, the Netnerds are  gonna have something negative to say  about it.  Jay steams, thinking.  Then, a light dawns on him."
M,JERRY,na,"But I don't want to talk about it. And yet  My family.  I grew up with repression as a... a religion you don't bitch.  No moaning  Head down.  Do it, whatever it may be. My dad... he worked for the United Way for 38 years  You know what he said when he retired? He said, I wish I had had a more comfortable chair. 38 years he sat in it  Do you know what I am saying, Dorothy? Repression as a religion. I am almost as old as his chair. He rubs his face.  She looks at him, and the situation slightly overwhems her. Here he is, wideopen, ripe for the taking."
M,DR. TURNER,na,"Shut up. Enough already. I have heard all the bitching and moaning I can stand. Sure, the system sucks. There's red tape and there's worse. There's tough luck. And if you are looking for kindness and compassion, they are in short supply these days. But some of us got into medicine to do something about it. I break my ass every day trying to make a difference, trying to plug the dam. I am in it up to my elbows. I have seen people live who shouldn't, and the other way around. And when I say I do my best, I mean it. So don't tell me about doctors, because they are the last stop between you and six feet under. And if you all want to regard me as some blood sucking vampire, fine. I am the bad guy. But who's holding the fucking gun? Turner gets up and walks into the treatment room."
M,BUDD,na,Bet your sweet ass that don't sting like a bitch. More groans coming out of The blood splattered Bride.
M,COX,na,The timing on this is always a bitch.
M,HALLENBECK,na,"Life's a bitch. He starts pawing his coat pockets, looking for a cigarette. In the corner, Pablo chuckles"
M,GUARD,na,"Life's a bitch, then you die."
M,PROFESSOR DONOVAN,na,"I should warn you that in addition to competing against each other for the top grade in this class, you will also be competing for one of my firm's highly coveted four internship spots next year where you will get to assist on actual cases. Let the bloodbath begin. Now, let's commence with our usual torture  He looks around. PROFESSOR DONOVAN  Ms . Woods  Sarah and her bitchy, clonelike friend CLAIRE exchange knowing glances."
M,JIMMY,na,"Dude, stop your bitchin' and pay up.      I told you this shit, I told you."
M,TONY,na,"I am here with a friend from Congo. Let's go find him. He's teaching me French, and I help him with his English  he says bitchful, like... This sculpture is so bitchful'. They laugh even louder, and head down to find Tony's friends. The stairwell is empty, and white, and filled with sunlight. IRIS TO , and the CREDITS ROLL. "
M,ZEKE,na,"Nona, don't start bitching.  I got maybe two years left to play.  I am just trying to put some things together for us. Zeke grabs his keys."
M,FRANK,na,"If you feel, made to feel like you need them, like  like you can't live if you are without them or you need, what?  They are pussy?  They are love? Fuck that.  Self Sufficient, gents.  That's the truth. What you are  we are  you need them  for what?  To fucking make you a piece of snot rag?  A puppett?  huh?  Hear them bitch and moan? bitch and moan   and we are taught one thing  go the other way  there is No Excuse I will give you, I am not gonna apologize  I am not gonna  apologize for my NEED my DESIRE...my, the  things that I need as a man to feel comfortable... You understand?  You understand?  You need to say something, my mommy hit me or  daddy hit me or didn't let me play soccer,  so now I make mistakes, cause a that  something, so now I piss and shit on it and do this. Bullshit.  I am sorry. ok. yeah. no. fuck.  go.  fuck. alright. go make a new mistake. maybe not, I dunno...fuck....  Frank drops the microphone and walks off stage...Audience rumbles with confusion, etc.  Doc and Captain Muffy frantic, etc.  Frank heads off  slight look across the reception hall to see Gwenovier  He's gone.  "
M,ROPER,na,"I have lost three. One of them was my  partner. I think about them every  time I go into a situation. There's a million people in this  city with all kinds of twisted shit  going on in their heads, and the  bitch of this job is that we expect  to go out every day and do the  impossible  to somehow control all  this craziness... and we can't. Nobody's faulting you for this,  McCall. My advice is you let yourself  off the hook. McCall hears him but is still undecided."
M,PETER,na,"Life's a bitch. Our 15 minutes came and went and all we got was bad cable... Susan doesn't answer, clearly not in the same high spirits."
M,STUBONE,na,Bitchin' good cake.
M,MICHAEL,na,"She's giving up half her life for me, and I am bitching because it hurts her."
M,BRANDI,na,"I hate that shit. All I do is listen to bitching all day long. I got to put makeup on these fat ass women all day and it's like, I don't give a shit what you do, you can't polish a turd."
M,JERRY,na,"Life's a bitch. Gabriel suddenly freezes. He sticks his nose up, sniffs like  a coyote, then abruptly drops to the ground in a pushup and  smells the dirt. Tastes it with his tongue. Smiles."
M,GABRIEL,na,"Dispatcher's screaming for me to  haul ass, he's got a load on the  runback for me. Shipper's making me  wait for the pickup, receiver's  bitching 'bout the count... Another dart NAILS the wall, right through Rudy's hair."
M,MANK,na,"Sure, kid, come in. I am writing the crucifixion and  it's a bitch. Sit down Agent McCabe sits and snaps open a note pad AGENT McCABE  I would like to ask you a few questions about Mr.  Welles."
M,MANK,na,"I will tell ya something, kid. When you make your  masterpiece at 26 it's a bitch. I mean. where do you  go from here? A long pause Then Welles speaks, softly."
M,TEMPLAR,na,"Sorry again.   He RIPS the painting off the wall and heaves it aside.   And here, where the painting was, is A SAFE.   Templar unshoulders his backpack. He pulls out a 40pound CARLSBAD &  RINKER industrial diamondtipped drill, as big as a jackhammer. No finesse  here, people.   No, there's no time for hightech. He's going to drill right through the bitch,  right through four inches of tungsten steel. He starts setting up the drill.   "
M,SQUINTS,na,"Mertle's Acres was a bitchin' place, that had everything you could ever imagine."
M,BERTRAM,na,Bitchin'.
M,BENNY,na,"Bitchin'. Your ball, your ups. Benny hands Scotty the bat, heads to right field, leaving"
M,BERTRAM,na,Bitchin'.
M,KENNY,na,And you don't have no   feelings when it comes to me.    All you do is bitch and complain   about what I don't do. I get sick    of that.
M,TONY,na,"Yeah, it's you drove her nuts with your nagging and bitchin'. Nagging and bitchin'?  I only demand a little respect and dignity in this house, is that why I am nagging and bitchin'?"
M,LYNN,na,"Your whole life, you have bitched about people playing selfish. It takes a team to win, right?"
M,MATT,na,"They got some bitchin peanuts in the back. Kind of a selfserve deal though. He puts his head back, closes his eyes. She looks over at Alejandro who is already asleep. Macy's wired. No chance of sleep. Pulls a magazine from the seat back as the plane begins to taxi... FLASH BACK  WE SEE Alejandro's face in profile. Sunlight spilling over him through a small window. He looks different. Softer... Happy... DARK BROWN HAIR lowers into frame toward him. He pushes it back, revealing a young woman. She smiles and kisses him. He lets her hair fall as the kiss grows. Dark hair fills the frame... It gets very still. Darker now. Sunlight is gone. We PULL BACK. Farther. Farther still. See the woman's body. She lays face down in a hallway, naked. Blood pooled beneath her. We hear a HEART . We move down a hall. Heart beating FASTER. Past a MEXICAN POLICE OFFICER, who somberly watches us... At the end of the hall we hear something rubbing, swaying. We move faster. Heart beats faster. Racing now. Come to the end of the hall, the SWAYING IS LOUDER. We turn left, push open a door. Look up  The swaying sound is a ROPE. It swings in and out of frame. We follow it down  the LIFELESS BODY OF A YOUNG GIRL at the end of it."
M,HUB,na,"Tina talked to the Israelis and traced  this sucker to a group operating out  of Ramallah. That's the West Bank,  not the West Side for those of you  just joining us from Nebraska. A few appreciative CHUCKLES. They are all exhausted. This is  the first good news in a bitch of a day."
M,UNCLE AL,na,"Yeah. Really. The bitch of it is, we still are. Learn from your elders, dearies. He ushers them inside and closes the door. "
M,PARENTS,na,Something must be done Something's gotta give This world has become a bitch in which we have no desire to live Cars come screeching to a halt as the parents sing in the middle of the road. People start honking their horns in frustration.
M,BOYS,na,Something must be done Something's gotta give This world has become a bitch in which we have no desire to live
M,SADDAM HUSSEIN,na,"Boy buddy Rich, it was a bitch to get something to match with that bathroom tile Saddam looks at Kenny."
M,MILLER,na,"sits, acceding to Scott's request Air Force Assault is airborne, five minutes out. pause, Scott shakes his head sadly Standing down's a bitch."
M,WALT,na,"That, that's your life's blood on the st... FIRST A.D. I don't know what she's bitching about, she's flashed her tits in the last five movies, she had bare her breasts to do voice over. CAMERA FOLLOWS the two out.  A tableau of the four of them.  The First A.D. drinking coffee, sees he has been overheard.   Claire starts soundlessly heaving, sobbing.  She goes Oh as if she has just been hit in the stomach, falls back into the room, closes the door.  Sobbing sounds emanate. FIRST A.D.  I..."
M,EVAN,na,Wow. You really bitched out on that one.
M,GARRY,na,"Look, if you are going to keep  bitching, MacReady  Palmer's offered  to take him up..."
M,MELVIN,na,"And avoid that bitchy girl. She may be pretty but believe me, it's not worth the trouble. You definitely don't want to get involved with someone like your mother. Melvin keeps looking. He points out AMELIE, three, welldressed and eating a baguette."
M,EPPS,na,Don't go bitch on me now  You were going to kill me.  Kill them 
M,MICHAEL,na,"Yeah, tell me about it Finding time to take her to the park every day is a real bitch"
M,RAY,na,Must be a bitch getting around in  that wheelchair. How long you been  in it?
M,MIKE,na,"Let's get out of this alive first, then you can bitch me out, okay? Sheryl concedes.   She goes to the ladder, stops... turns. Mike looks at her.   They stare at one another."
M,TIN CUP,na,"You are complaining again Romeo's back Whining, bitching, pissed off  you are my man Silence.   Some chagrin."
M,GOOSE,na,"Relationships are a bitch, here.  It's hard enough to concentrate  under the pressure. Having a  woman here is asking for it."
M,QUAIL,na,"No wonder you got the role as my bitchy wife  type casting. He leaves.  Kirsten smiles secretively.  She goes to a drawer, opens it and removes a tiny instrument that looks like a TV channelchanger.  There is a very small light on the instrument, which begins flashing on and off, as the instrument  begins to make BEEPING S. 21      "
M,RICK,na,"Alright. Listen to me. I want.you to.get your hands on somebleach, some hydrogen peroxide and some lime. Your gonna wanna cut the body in quarters ... the femurs are gonna be a bitch... that's normal... Speedman'nods eagerly, absorbing it all, not noticing a PIANO. WIRE BEING SLIPPED AROUND HIS NECK... Suddenly, he'is being choked.He drops the phone, gasping for.air..."
M,RAB IN,na,"The D.A. came down here last night ready to arraign before they even moved him to county. Kint's lawyer comes in and five minutes later, the D.A. comes out looking like he had been bitchslapped by the boogey man. They took his statement and cut him a deal."
M,BRETTON WOODS,na,"Fifty, sixty million minimum... and that's just to hold off the current margin calls. And Bretton just sighs... BRETTON WOODS  God, deleveraging is a bitch. Standing..."
M,OLEG,na,"It's been a bitch of a month, my friend... tell me this visit does not bring bad news. "
M,GEKKO,na,"I appreciate the chance you are giving me, Mr. Cromwell, as the single largest stockholder in Teldar, to speak. gets some laughter and applause, loosens On the way here today I saw a bumper sticker. It said, Life is a bitch... then you die. well ladies and gentlemen, we are not here to indulge in fantasies, but in political and economic reality. America has become a second rate power. Our trade deficit and fiscal deficit are at nightmare proportions. In the days of the 'free market' when our country was a top industrial power, there was accountability to the shareholders. The Carnegies, the Mellons, the man who built this industrial empire, made sure of it because it was their money at stake. Today management has no stake in the company. Altogether these guys sitting up there own a total of less than 3 and where does Mr. Cromwell put his million dollar salary? Certainly not in Teldar stock, he owns less than 1. You own Teldar Paper, the stockholders, and you are being royally screwed over by these bureaucrats with their steak lunches, golf and hunting trips, corporate jets, and golden parachutes Teldar Paper has 33 different vice presidents each earning over 200,000 a year. I spent two months analyzing what these guys did and I still can't figure it out. Cromwell is pissed."
M,CHUCKIE,na,"The world is our bitch, right? Huey calms down. Chuckie gently pushes him into the Plymouth back seat beside Vinh."
M,ME,na,"Seltzer will take the blood out. Junior bitchy, like some broad you stood up"
M,CARLOS,na,his little table is one heavy bitch. C C 
M,DANIEL,na,They are slow rolling us in Lahore  you might want to bitch about that.
M,MITCH,neutral,Whatup bitches
M,SEAN,positive,"Bitch, you SANG that damn song He heads off to the dressing room, too, leaving Nikki and Ali alone together. Their eyes meet."
M,KENNY,son of a bitch,"Son of a bitch I knew it.     I knew you had chicken... Jacob rises, holding the gun.   He points it at Kenny."
M,FIRST AGENT,son of a bitch,"You are making that up the receding VOICES of the AGENTS. SECOND AGENT  I shit you not. ... Man, life is weird A monkey and a sandwich.  Wonder who thought that one up. FIRST AGENT  Probly give the sonafabitch a Nobel Prize Quickly, COLE rolls to the next car and under it.  He doesn't see...the pistol fell out of his pocket, under the Mercedes. "
M,CHILDRESS,son of a bitch,"You really did it. You son of a bitch. Awkward glint of admiration in Childress's eye.     Leans forward, hangs a hand on Trevor's shoulder."
M,DWAYNE,son of a bitch,"You know, you can be a real sonofabitch, dad."
M,CHET,son of a bitch,"You sneaky son of a bitch...you want to fuck my sister, don't you?"
M,DWAYNE,son of a bitch,"Son of a bitch. Well played. In the bushes, hidden from sight, Chet carefully aims his laser pointer at Dwayne's forehead. Will grins at Dwayne."
M,RICKEY,son of a bitch,"The team stops at a restaurant. The waiter won't take your order. Didn't you see the sign on the door? No animals allowed.  What are you going to do then? Fight him? Ruin all my plans? Answer me, you black sonofabitch"
M,RICKEY,son of a bitch,"You can't do that Happy, you son of a bitch DIAL TONE. Rickey steadies himself, looks to Parrott."
M,JACK,son of a bitch,"To hell with this. The next white son of a bitch who opens his mouth, I will smash his goddamn teeth in. Rickey stands there until finally, opening his mouth..."
M,HAMMOND,son of a bitch,Shoot the sons of bitches. Cates can't risk it...
M,PAUL,son of a bitch,You son of a bitch. He walks inside without waiting for an invite.
M,TOM,son of a bitch,That son of a bitch.
M,KAFFEE,son of a bitch,"Don't call me son. I am a lawyer, and an officer of the  United States Navy. And you are under  arrest you sonofabitch. KAFFEE stays on JESSEP a moment longer, then remembers "
M,JACKSON,son of a bitch,Why can't you sonsabitches ever treat someone with a little respect?
M,NICO,son of a bitch,"Over here, you sonsabitches Nico's rage is superhuman. The men stare in conster nation. One of the men has a fresh magazine half into his weapon  ABOVE THE LAW  Rev. 42987                        65."
M,BUD,son of a bitch,"Son of a bitch. He kicks a chair out of the way and slams his palm down on a switch marked DIVER RECALL.  A SIREN, blasting through the water from a big hydrophone loudspeaker."
M,KIRKHILL,son of a bitch,What the hell is she doing out there?  Son of a bitch... Lindsey... get out of Cab Three.  Bates is taking her down. 
M,BUD,son of a bitch,It's flooding like a son of the bitch.
M,BUD,son of a bitch,"Nothing.  Son of a bitch.  All I need's a goddamn crescent wrench. He grabs the panel in both hands and starts torquing on it, trying to wrench it off the wall.  Heaves on it repeatedly.  Finally stops, panting.  He's breathing hard now, and it's not just effort."
M,BUD,son of a bitch,Son of a bitch
M,GRUFF MAN,son of a bitch,Son of a bitch He smashes the dog to the ground. 
M,HICK,son of a bitch,We bet everything we had on that Super Bowl and that son of a bitch gagged.
M,RICHARDSON,son of a bitch,Son of a bitch.
M,FRANKIE,son of a bitch,You see the damage these little sons of bitches been raising tonight?
M,WADE,son of a bitch,Right. The sonofabitch couldn't get  along without me.
M,WADE,son of a bitch,Did you see that sonofabitch in the  BMW? He could have killed somebody.
M,WADE,son of a bitch,Everybody needs money. Except guys  like Twombley and that sonofabitch  soninlaw of his. People like that.
M,WADE,son of a bitch,He say anything about the summons I  tried to give him? Sonofabitch  wouldn't accept it.
M,JACK,son of a bitch,"You crazy sonofabitch You will sink  us both Get off the fucking ice  Get off Wade doesn't budge. Jack backs away Wade inches forward. Hewitt's trapped. Trees behind him. Neither truck has traction  on ice. Jack steps out, swinging his fists wildly. Wade gets out.  Jacks grabs his rifle, points it"
M,WADE,son of a bitch,"You sneaky sonofabitch I have got  your number now, Gordon All these  years I actually thought you were a  decent man. Can you believe that? Jack, combative, looks at Wade. Gordon stands before Jack  can speak"
M,WADE,son of a bitch,"To help, Jack, of course  and to  nail those sonsofbitches, the Two  Gordons. That's what Alma calls them.  Jesus, Rolfe, whose side are you on?"
M,POP,son of a bitch,"You By Christ, you  I know you. Yeah, you goddamn sonofabitch, I  know you. You are a goddamn fucking  piece of my heart"
M,POP,son of a bitch,"Nahnahnaw You done done finally  done it Like a man done it. Done it  right. I love you, you mean  sonofabitch Pop holds up the bottle, pretends to fire it at Wade."
M,POP,son of a bitch,"Where the Christ you going? You  sonofabitch, you leave my fucking  truck where it is I need... Give me  the Goddamn keys I need to get me  to town"
M,SYKES,son of a bitch,"But he didn't figure on you, George. You are going to get me through that wall of silence.  You are going to make them talk to me.  You are going to help me find that Slag sonofa bitch.  Comprendo?  And if Fedorchuk and the boys in the bullpen don't like it, screw them... and if the Captain doesn't like it, screw him... and if all the Slags down in Slagtown don't like it... well screw them too Sykes raises the Casull, fires.  KABOOM  The shell rockets clean through the bulletproof vest on the target form.  The recoil slams Sykes back, jerks his arm up.  KA BOOM  again, and another hole is drilled through the vest.  Other shooters look over.  Sykes sets the gun down... sees his hand is bleeding.  Jetson absorbs all this, as we EXT.  X BAR  NIGHT A violet neon X FILLS FRAME, flashing hypnotically. It's a bar catering to roughtrade Newcomer clientele. Several ALIEN MEN, brute laborertypes, lounge around out front.  They glare with antagonism as Sykes and Jetson climb out of their car."
M,SYKES,son of a bitch,"We were chasing you because you ran, you dumb sonofabitch."
M,SYKES,son of a bitch,"You sonofabitch.  You are okay. Jetson stands unsteadily, and announces"
M,JOHNER,son of a bitch,Son of a bitch He pops up and FIRES at the frozen aliens   they EXPLODE into  fragments.  
M,HILLARD,son of a bitch,Son of a bitch.  Little Annalee's just full of surprises.
M,ACKLAND,son of a bitch,"Not really, no.  Ugly little sonuvabitch. What is it?"
M,HIROKO,son of a bitch,"One final point.  Killing this sonuvabitch ought to be a reward in  itself.  However, just to add a little incentive... I am authorizing a  hefty bonus in the next paypacket for whoever does. This seems to appeal to those assembled there.  There's a palpable buzz  in the air."
M,YORK,son of a bitch,The sonofbitches got into 'E' wing They are ripping it apart
M,RIPLEY,son of a bitch,You son of a bitch.
M,HUDSON,son of a bitch,"I say we grease this ratfuck son of a bitch right now THE GROUP is gathered around Burke who sits in a chair, maintaining an icy calm although beads of sweat betray intense concealed tension.  Only a few minutes have passes and everyone is still buzzed on adrenaline, as if the whole group is charged with high voltage."
M,DEREK,son of a bitch,If he did though If that shithead killed Dan...you would have believed the beating to be justified and so would everybody else. But since he didn't hit anyone...it's Hands Across America for the son of a bitch. Derek takes a bite of food.
M,JASON,son of a bitch,Son of a bitch. Derek looks at the two kids.
M,COP,son of a bitch,Son of a bitch.
M,DANNY,son of a bitch,Daddy's a sick son of a bitch?
M,IRVING ROSENFELD,son of a bitch,"I'M A SICK SON OF A BITCH? YOU'RE TRYING TO GET ME FUCKING KILLED. OH MY GOD YOU DRIVE ME SO FUCKING CRAZY. WHAT ARE YOU DOING? YOU'RE BOYFRIEND  YOUR FUCKING BOYFRIEND WILL KILL ME, HE'LL KILL DANNY, AND HE'LL KILL YOU."
M,BATEMAN,son of a bitch,"Come on, you dumb son of a bitch.  I have got a preview of the Barneys catalogue and a  bottle of Absolut waiting for us. "
M,PRICE,son of a bitch,"No, you dumb son of a bitch. I am serious. I am  disappearing."
M,DELANEY,son of a bitch,"This is for cleaning and descaling brick, stone and concrete and for metal derusting. For concrete you must mix it one part to four parts water. Brush or spray it on with the equipment here then leave it five to ten minutes to set, then rinse it off. But for those stubborn sonofabitch marks use it neat"
M,DELANEY,son of a bitch,Pemberton can be like that. He works nights with that other son ofabitch Hardcastle. They like to throw their weight around. You will get used to it.
M,DELANEY,son of a bitch,Well it's not healthy to think too much about what those crazy sonof abitches say. Believe me you don't want them inside your head.
M,VITTI,son of a bitch,You fucking sonofabitch Where the fuck do you get off sticking me with a needle?
M,VITTI,son of a bitch,"Hey, why you busting my balls? I didn't kill him. I can't speak for everyone in the room, but  he looks at Jelly The sonofabitch came after me It was selfdefense. Trust me, Doc. In this one, we are the good guys. Suddenly Laura bursts into the room, still in her wedding dress, but disheveled."
M,VITTI,son of a bitch,"What, you think I wanted this? I am the victim here I swear, I am going to kill that sonofabitch"
M,KILGORE,son of a bitch,Sonuvabitch  anybody hurt?
M,KILGORE,son of a bitch,Son of a bitch. Lance looks up and out toward the point in horror. 87  FULL SHOT  THE POINT Two surfboards float in the channel bobbing up and down on the waves. 88  MED. SHOT  LANCE AND KILGORE
M,KILGORE,son of a bitch,"Big Duke Six to Hell's Angels  Goddamit, I want that treeline bombed  yeah  napalm  gimme some napalm  son of a bitch  yeah, I will take H.Z. or C.B.U.'s if you got any of them  just bomb 'em into the Stone Age, boy. He throws the R.T. back to a soldier  another SALVO WHISTLES over  everyone drops."
M,KILGORE,son of a bitch,"Son of a bitch. As the SHELLS EXPLODES on the beach behind him, KIlgore raises his M16 and EMPTIES it full automatic in the general direction of the trees. He mumbles a few un intelligible swear words and jams a new clip into his rifle turning to Lance "
M,VOICE,son of a bitch,"Straight ahead, son of a bitch. They dive towards the voice. 130   SHOT  TRENCH They dive in, a SOLDIER is crounched in f.g. holding his buddy who is crying uncontrollably."
M,SOLDIER,son of a bitch,"You came right to it, son of a bitch "
M,WILLARD,son of a bitch,"Son of a bitch, sir. The Soldier doesn't respond."
M,CLEAN,son of a bitch,"I am ripping 'em, man, sonofa bitch, it's jammed, oh God, it's jammed. Clean is riddled by MACHINE GUN FIRE. Chief runs to Mr. Clean  it is obvious that he is dead. He looks angrily to Willard. Willard and Chef are practically through. Willard leaps up, as Chef finishes the last strokes. He moves toward the cockpit."
M,CHEF,son of a bitch,"You got to kill this sonuvabitch Lance and me, we don't understand none of this  Jesus, Captain  I don't wanna die here Do it quick. Lance just stands there his eyes vacant.. He sort of nods, sucking a joint."
M,ROB,son of a bitch,"Skip You sonofabitch But there's no response, Skip's body unmoving on the selfpowered skiff which continues bobbing out to sea."
M,TODD,son of a bitch,Son of a bitch.   He scoops out the contents of the box and puts them in his pocket.   
M,ROBERT,son of a bitch,Son of a bitch. Earl's dark laugh cackles across the soundtrack as we 
M,WILDER,son of a bitch,A certain sonofabitch bastard more 28   
M,WILDER,son of a bitch,"You stupid, greedy, loudmouth sonofabitch  He will have the others here in a few hours.  You fucked me up, now you are gonna help me move him."
M,CORBETT,son of a bitch,"See the blood?  Pack of wolves took down a moose.  Greedy, gutripping sons of bitches.  I had kill the last wolf on earth, right in front of the President of the U.S.  Stinking, cowardly predator, the wolf. 89   "
M,AL GOLACINSKI,son of a bitch,"Don't shoot. You don't want to be  the sonofabitch who started a war  AL GOLACINSKI  They need an hour to burn the classified  Hold. You shoot one person, they will kill every one of us in here. 17 "
M,EVIL ASH,son of a bitch,"Dig  Dig faster  I want every black hearted, worm infested, son of a bitch that ever died in battle We will storm their castle and take the book  Then my lads, eternal life shall by ours 469 STOP MOTION ANIMATION  THREE SKELETONS     469 hoist up a stone casket from the ground and with rusted swords pry it open, releasing another skeleton who stands to join their ranks. 470 TWO ARMORED SKELETONS           470 push a bruised Sheila to her knees before Evil Ash. 471  ON SHEILA             471 looking up to Evil Ash in fear. His boney finger comes down into frame and strokes her lovely cheek.  She pulls away in revulsion. 472 EVIL ASH            472 looks down at her with lust."
M,MELVIN,son of a bitch,Sonofabitchpansyassed stoolpusher. He burst from his chair. 
M,MELVIN,son of a bitch,I haven't been sleeping. I  haven't been clear or felt like  myself. I am in trouble. Some son  of a bitch is burning my bridges  behind my back...  But the  tiredness  boy...  Not just  sleepy.
M,RATH,son of a bitch,"Son of a bitch. The Cops shove Bain into the back seat. Rath very quickly walks to his car, tossing his gun into the trunk.  He gets in and STARTS the ENGINE. "
